pk[0]: 00da
ct[823]: 00b7
ct[824]: 00f2
ct[825]: 00a6
ct[826]: 0076
ct[827]: 0060
ct[828]: 00a0
ct[829]: 00f8
ct[830]: 003e
ct[831]: 006e
ct[832]: 0062
ct[833]: 009c
ct[834]: 0057
ct[835]: 00a9
ct[836]: 00aa
ct[837]: 00ef
ct[838]: 006a
ct[839]: 00b9
ct[840]: 00d0
ct[841]: 0007
ct[842]: 0078
ct[843]: 0056
ct[844]: 007a
ct[845]: 0052
ct[846]: 007d
ct[847]: 008a
ct[848]: 00a2
ct[849]: 00b0
ct[850]: 00f5
ct[851]: 0011
ct[852]: 005e
ct[853]: 00af
ct[854]: 0093
ct[855]: 0005
ct[856]: 0078
ct[857]: 00fb
ct[858]: 00e3
ct[859]: 0050
ct[860]: 0011
ct[861]: 00d1
ct[862]: 0071
ct[863]: 0085
ct[864]: 003b
ct[865]: 0086
ct[866]: 0035
ct[867]: 001c
ct[868]: 000a
ct[869]: 0044
ct[870]: 00dc
ct[871]: 00da
ct[872]: 005e
ct[873]: 00d9
ct[874]: 0098
ct[875]: 0083
ct[876]: 0042
ct[877]: 00fc
ct[878]: 0050
ct[879]: 00c4
ct[880]: 009f
ct[881]: 0007
ct[882]: 002d
ct[883]: 001b
ct[884]: 00a6
ct[885]: 0046
ct[886]: 007e
ct[887]: 009b
ct[888]: 006f
ct[889]: 009d
ct[890]: 005b
ct[891]: 00bd
ct[892]: 0035
ct[893]: 00a9
ct[894]: 00d2
ct[895]: 00a9
ct[896]: 00cc
ct[897]: 006a
ct[898]: 00f3
ct[899]: 00ea
ct[900]: 00b7
ct[901]: 00c3
ct[902]: 00a2
ct[903]: 00d3
ct[904]: 000b
ct[905]: 00d2
ct[906]: 00b8
ct[907]: 0078
ct[908]: 0057
ct[909]: 00d2
ct[910]: 0080
ct[911]: 00f6
ct[912]: 00eb
ct[913]: 0059
ct[914]: 0005
ct[915]: 0031
ct[916]: 0050
ct[917]: 00d4
ct[918]: 0060
ct[919]: 003b
ct[920]: 00d2
ct[921]: 009d
ct[922]: 002f
ct[923]: 00fb
ct[924]: 0092
ct[925]: 00ca
ct[926]: 00a9
ct[927]: 0046
ct[928]: 0098
ct[929]: 0046
ct[930]: 00f3
ct[931]: 0010
ct[932]: 0042
ct[933]: 000f
ct[934]: 00ec
ct[935]: 0040
ct[936]: 00c4
ct[937]: 006c
ct[938]: 0054
ct[939]: 00ce
ct[940]: 00f6
ct[941]: 009e
ct[942]: 00cf
ct[943]: 000b
ct[944]: 0029
ct[945]: 002f
ct[946]: 0070
ct[947]: 00da
ct[948]: 0071
ct[949]: 000e
ct[950]: 00d4
ct[951]: 00b3
ct[952]: 0056
ct[953]: 005a
ct[954]: 00e8
ct[955]: 00e6
ct[956]: 00ce
ct[957]: 0034
ct[958]: 0052
ct[959]: 0077
ct[960]: 001e
ct[961]: 00b2
ct[962]: 0061
ct[963]: 005c
ct[964]: 0061
ct[965]: 0020
ct[966]: 00e8
ct[967]: 00b9
ct[968]: 00df
ct[969]: 005b
ct[970]: 004a
ct[971]: 0044
ct[972]: 00cc
ct[973]: 000a
ct[974]: 0099
ct[975]: 0061
ct[976]: 00fb
ct[977]: 0001
ct[978]: 009a
ct[979]: 0005
ct[980]: 00b1
ct[981]: 0094
ct[982]: 00ed
ct[983]: 00ba
ct[984]: 00bf
ct[985]: 0054
ct[986]: 00fc
ct[987]: 00ab
ct[988]: 0020
ct[989]: 0059
ct[990]: 006d
ct[991]: 0078
ct[992]: 0013
ct[993]: 0055
ct[994]: 0073
ct[995]: 003a
ct[996]: 0059
ct[997]: 003d
ct[998]: 00fe
ct[999]: 0093
ct[1000]: 00b2
ct[1001]: 00bb
ct[1002]: 0056
ct[1003]: 007e
ct[1004]: 00fb
ct[1005]: 001e
ct[1006]: 008a
ct[1007]: 00b1
ct[1008]: 00d9
ct[1009]: 00a7
ct[1010]: 0056
ct[1011]: 0065
ct[1012]: 0070
ct[1013]: 002c
ct[1014]: 00ce
ct[1015]: 0033
ct[1016]: 00af
ct[1017]: 00cb
ct[1018]: 00e0
ct[1019]: 0045
ct[1020]: 00ea
ct[1021]: 00ab
ct[1022]: 0052
ct[1023]: 0047
ct[1024]: 00d6
ct[1025]: 0032
ct[1026]: 00d5
ct[1027]: 0078
ct[1028]: 0094
ct[1029]: 0016
ct[1030]: 00ea
ct[1031]: 00f1
ct[1032]: 007b
ct[1033]: 0050
ct[1034]: 0018
ct[1035]: 0072
ct[1036]: 00f7
ct[1037]: 0076
ct[1038]: 00c4
ct[1039]: 0000
ct[1040]: 006d
ct[1041]: 00c5
ct[1042]: 0034
ct[1043]: 004d
ct[1044]: 0061
ct[1045]: 008a
ct[1046]: 0065
ct[1047]: 0050
ct[1048]: 0023
ct[1049]: 0002
ct[1050]: 001d
ct[1051]: 00bc
ct[1052]: 0007
ct[1053]: 007d
ct[1054]: 0066
ct[1055]: 008f
ct[1056]: 00d9
ct[1057]: 0077
ct[1058]: 0048
ct[1059]: 0086
ct[1060]: 00ac
ct[1061]: 00f1
ct[1062]: 00a5
ct[1063]: 0071
ct[1064]: 00e3
ct[1065]: 0041
ct[1066]: 005e
ct[1067]: 0098
ct[1068]: 00a0
ct[1069]: 0061
ct[1070]: 00c9
ct[1071]: 004a
ct[1072]: 00da
ct[1073]: 0031
ct[1074]: 0007
ct[1075]: 00e8
ct[1076]: 002c
ct[1077]: 00fa
ct[1078]: 0050
ct[1079]: 0063
ct[1080]: 0095
ct[1081]: 008e
ct[1082]: 005b
ct[1083]: 002a
ct[1084]: 000a
ct[1085]: 0060
ct[1086]: 00d8
ct[1087]: 009e
ct[1088]: 000f
ct[1089]: 0099
ct[1090]: 00d6
ct[1091]: 00b4
ct[1092]: 00b4
ct[1093]: 0067
ct[1094]: 00d9
ct[1095]: 009d
ct[1096]: 00cd
ct[1097]: 003a
ct[1098]: 0033
ct[1099]: 003d
ct[1100]: 00f9
ct[1101]: 0015
ct[1102]: 00eb
ct[1103]: 007a
ct[1104]: 00d2
ct[1105]: 00aa
ct[1106]: 000c
ct[1107]: 0084
ct[1108]: 006c
ct[1109]: 0041
ct[1110]: 00b7
ct[1111]: 00cc
ct[1112]: 0035
ct[1113]: 009d
ct[1114]: 0074
ct[1115]: 00c4
ct[1116]: 00ce
ct[1117]: 0017
ct[1118]: 00e9
ct[1119]: 00cb
ct[1120]: 0060
ct[1121]: 00c8
ct[1122]: 00ea
ct[1123]: 00c8
ct[1124]: 0037
ct[1125]: 00b6
ct[1126]: 0076
ct[1127]: 0009
ct[1128]: 008a
ct[1129]: 0013
ct[1130]: 00c9
ct[1131]: 0030
ct[1132]: 005a
ct[1133]: 00cf
ct[1134]: 00ea
ct[1135]: 00d0
ct[1136]: 00cb
ct[1137]: 0021
ct[1138]: 00ce
ct[1139]: 00b3
ct[1140]: 0087
ct[1141]: 005e
ct[1142]: 0083
ct[1143]: 00bd
ct[1144]: 00ba
ct[1145]: 002f
ct[1146]: 0035
ct[1147]: 0041
ct[1148]: 004c
ct[1149]: 006e
ct[1150]: 0016
ct[1151]: 009f
ct[1152]: 0080
ct[1153]: 00b5
ct[1154]: 00b5
ct[1155]: 00dd
ct[1156]: 00c2
ct[1157]: 0041
ct[1158]: 003a
ct[1159]: 0055
ct[1160]: 004b
ct[1161]: 00e9
ct[1162]: 0081
ct[1163]: 004c
ct[1164]: 004f
ct[1165]: 0056
ct[1166]: 004b
ct[1167]: 009e
ct[1168]: 00cc
ct[1169]: 0060
ct[1170]: 002a
ct[1171]: 0031
ct[1172]: 00f6
ct[1173]: 00c4
ct[1174]: 00bd
ct[1175]: 0080
ct[1176]: 00a6
ct[1177]: 0048
ct[1178]: 0024
ct[1179]: 0018
ct[1180]: 00b9
ct[1181]: 00cc
ct[1182]: 00df
ct[1183]: 00b1
ct[1184]: 00b6
ct[1185]: 00b1
ct[1186]: 0042
ct[1187]: 00f3
ct[1188]: 004a
ct[1189]: 00d2
ct[1190]: 0088
ct[1191]: 0070
ct[1192]: 00fc
ct[1193]: 00f8
ct[1194]: 003b
ct[1195]: 0050
ct[1196]: 00ee
ct[1197]: 00f7
ct[1198]: 000a
ct[1199]: 0060
ct[1200]: 008b
ct[1201]: 00dc
ct[1202]: 00e8
ct[1203]: 00ea
ct[1204]: 000b
ct[1205]: 0045
ct[1206]: 0024
ct[1207]: 0053
ct[1208]: 004a
ct[1209]: 001d
ct[1210]: 005c
ct[1211]: 00cb
ct[1212]: 00c2
ct[1213]: 00d1
ct[1214]: 0003
ct[1215]: 0025
ct[1216]: 005c
ct[1217]: 00b4
ct[1218]: 0097
ct[1219]: 00bc
ct[1220]: 007f
ct[1221]: 0014
ct[1222]: 00af
ct[1223]: 0063
ct[1224]: 00a5
ct[1225]: 006f
ct[1226]: 00e5
ct[1227]: 0064
ct[1228]: 0030
ct[1229]: 00d6
ct[1230]: 00d6
ct[1231]: 00f3
ct[1232]: 0014
ct[1233]: 0018
ct[1234]: 0026
ct[1235]: 000a
ct[1236]: 002a
ct[1237]: 0056
ct[1238]: 00d2
ct[1239]: 002a
ct[1240]: 0037
ct[1241]: 00e2
ct[1242]: 00fe
ct[1243]: 007d
ct[1244]: 0080
ct[1245]: 00e4
ct[1246]: 00e6
ct[1247]: 002d
ct[1248]: 0064
ct[1249]: 006c
ct[1250]: 00f7
ct[1251]: 0098
ct[1252]: 001c
ct[1253]: 000b
ct[1254]: 005a
ct[1255]: 0009
ct[1256]: 006c
ct[1257]: 00cd
ct[1258]: 00ac
ct[1259]: 0045
ct[1260]: 00b8
ct[1261]: 008a
ct[1262]: 0037
ct[1263]: 0046
ct[1264]: 002f
ct[1265]: 00a1
ct[1266]: 0031
ct[1267]: 00b4
ct[1268]: 0066
ct[1269]: 0060
ct[1270]: 003a
ct[1271]: 006e
ct[1272]: 0045
ct[1273]: 004e
ct[1274]: 00b3
ct[1275]: 0096
ct[1276]: 00a7
ct[1277]: 00a0
ct[1278]: 0030
ct[1279]: 000f
ct[1280]: 00cb
ct[1281]: 0025
ct[1282]: 00e6
ct[1283]: 0035
ct[1284]: 00dd
ct[1285]: 0097
ct[1286]: 00c3
ct[1287]: 0096
ct[1288]: 0097
ct[1289]: 0054
ct[1290]: 0080
ct[1291]: 0042
ct[1292]: 00d7
ct[1293]: 007f
ct[1294]: 0013
ct[1295]: 009a
ct[1296]: 00ee
ct[1297]: 0047
ct[1298]: 00b5
ct[1299]: 0012
ct[1300]: 0094
ct[1301]: 00d5
ct[1302]: 00a3
ct[1303]: 00b4
ct[1304]: 004d
ct[1305]: 00b4
ct[1306]: 00cd
ct[1307]: 0064
ct[1308]: 00d1
ct[1309]: 0050
ct[1310]: 0028
ct[1311]: 00da
ct[1312]: 006c
ct[1313]: 00d7
ct[1314]: 0064
ct[1315]: 0098
ct[1316]: 0008
ct[1317]: 000b
ct[1318]: 00ac
ct[1319]: 0006
ct[1320]: 0022
ct[1321]: 001c
ct[1322]: 0059
ct[1323]: 004c
ct[1324]: 009d
ct[1325]: 003f
ct[1326]: 0002
ct[1327]: 0096
ct[1328]: 000e
ct[1329]: 0096
ct[1330]: 0038
ct[1331]: 00d7
ct[1332]: 00fa
ct[1333]: 0052
ct[1334]: 0065
ct[1335]: 00ed
ct[1336]: 0018
ct[1337]: 006a
ct[1338]: 003a
ct[1339]: 0071
ct[1340]: 00f9
ct[1341]: 0084
ct[1342]: 00a5
ct[1343]: 008c
ct[1344]: 0047
ct[1345]: 00aa
ct[1346]: 0053
ct[1347]: 0044
ct[1348]: 005d
ct[1349]: 007d
ct[1350]: 0001
ct[1351]: 0036
ct[1352]: 00b5
ct[1353]: 0068
ct[1354]: 00af
ct[1355]: 00fd
ct[1356]: 0003
ct[1357]: 00b7
ct[1358]: 0049
ct[1359]: 00da
ct[1360]: 0072
ct[1361]: 00f8
ct[1362]: 002a
ct[1363]: 0003
ct[1364]: 00ef
ct[1365]: 009f
ct[1366]: 00eb
ct[1367]: 00d6
ct[1368]: 00e3
ct[1369]: 0077
ct[1370]: 0010
ct[1371]: 00e4
ct[1372]: 0065
ct[1373]: 00ec
ct[1374]: 0029
ct[1375]: 00de
ct[1376]: 0033
ct[1377]: 0003
ct[1378]: 001f
ct[1379]: 00c4
ct[1380]: 00f3
ct[1381]: 0010
ct[1382]: 00f4
ct[1383]: 00dd
ct[1384]: 00f5
ct[1385]: 005c
ct[1386]: 0040
ct[1387]: 006b
ct[1388]: 0018
ct[1389]: 002f
ct[1390]: 0098
ct[1391]: 00a7
ct[1392]: 00c3
ct[1393]: 00eb
ct[1394]: 00f1
ct[1395]: 00a8
ct[1396]: 00cb
ct[1397]: 0019
ct[1398]: 0096
ct[1399]: 0098
ct[1400]: 00f8
ct[1401]: 00dd
ct[1402]: 0098
ct[1403]: 0072
ct[1404]: 004f
ct[1405]: 003e
ct[1406]: 00a2
ct[1407]: 000b
ct[1408]: 006b
ct[1409]: 00e7
ct[1410]: 00ea
ct[1411]: 0039
ct[1412]: 009c
ct[1413]: 0097
ct[1414]: 0033
ct[1415]: 005b
ct[1416]: 00af
ct[1417]: 00f8
ct[1418]: 008f
ct[1419]: 007c
ct[1420]: 00f8
ct[1421]: 0042
ct[1422]: 009f
ct[1423]: 0050
ct[1424]: 00e9
ct[1425]: 0019
ct[1426]: 0084
ct[1427]: 001b
ct[1428]: 00f8
ct[1429]: 00c3
ct[1430]: 00f6
ct[1431]: 0039
ct[1432]: 0021
ct[1433]: 0019
ct[1434]: 00e5
ct[1435]: 00fb
ct[1436]: 0036
ct[1437]: 0011
ct[1438]: 00ba
ct[1439]: 0007
ct[1440]: 0080
ct[1441]: 0077
ct[1442]: 0004
ct[1443]: 00f7
ct[1444]: 008f
ct[1445]: 00c8
ct[1446]: 0003
ct[1447]: 003c
ct[1448]: 00b5
ct[1449]: 005f
ct[1450]: 00be
ct[1451]: 0066
ct[1452]: 00c3
ct[1453]: 00fb
ct[1454]: 001d
ct[1455]: 00aa
ct[1456]: 00ac
ct[1457]: 007c
ct[1458]: 00e1
ct[1459]: 00d8
ct[1460]: 002c
ct[1461]: 0024
ct[1462]: 00c1
ct[1463]: 0068
ct[1464]: 000d
ct[1465]: 0041
ct[1466]: 0007
ct[1467]: 003e
ct[1468]: 0077
ct[1469]: 003f
ct[1470]: 00b7
ct[1471]: 00e2
ss[0]: 0054
ss[1]: 0004
ss[2]: 0068
ss[3]: 00c5
ss[4]: 0037
ss[5]: 002b
ss[6]: 0062
ss[7]: 0058
ss[8]: 00db
ss[9]: 0041
ss[10]: 00e2
ss[11]: 00ea
ss[12]: 00d6
ss[13]: 006e
ss[14]: 002b
ss[15]: 00d2
ss[16]: 00c2
ss[17]: 000f
ss[18]: 0073
ss[19]: 0031
ss[20]: 0030
ss[21]: 0018
ss[22]: 00d2
ss[23]: 00d3
ss[24]: 006c
ss[25]: 00b8
ss[26]: 000e
ss[27]: 0026
ss[28]: 003b
ss[29]: 0008
ss[30]: 0070
ss[31]: 001d
ss1[0]: 0054
ss1[1]: 0004
ss1[2]: 0068
ss1[3]: 00c5
ss1[4]: 0037
ss1[5]: 002b
ss1[6]: 0062
ss1[7]: 0058
ss1[8]: 00db
ss1[9]: 0041
ss1[10]: 00e2
ss1[11]: 00ea
ss1[12]: 00d6
ss1[13]: 006e
ss1[14]: 002b
ss1[15]: 00d2
ss1[16]: 00c2
ss1[17]: 000f
ss1[18]: 0073
ss1[19]: 0031
ss1[20]: 0030
ss1[21]: 0018
ss1[22]: 00d2
ss1[23]: 00d3
ss1[24]: 006c
ss1[25]: 00b8
ss1[26]: 000e
ss1[27]: 0026
ss1[28]: 003b
ss1[29]: 0008
ss1[30]: 0070
ss1[31]: 001d
